GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JabRef,org.jabref.gui.specialfields,SpecialFieldValueViewModel,140,12,34,0,36,5,36,2,4,2
JabRef,org.jabref.gui.specialfields,SpecialFieldMenuItemFactory,115,0,2,0,17,0,6,0,5,0
JabRef,org.jabref.gui.specialfields,SpecialFieldViewModel,134,0,9,0,28,0,18,0,11,0
JabRef,org.jabref.gui.specialfields,SpecialFieldsPreferences,22,0,0,0,7,0,4,0,4,0
JabRef,org.jabref.gui.copyfiles,CopyFilesTask,319,0,14,0,64,0,14,0,7,0
JabRef,org.jabref.gui.copyfiles,CopyFilesDialogView,115,0,4,0,23,0,12,0,10,0
JabRef,org.jabref.gui.copyfiles,CopySingleFileAction,172,0,12,0,28,0,11,0,5,0
JabRef,org.jabref.gui.copyfiles,CopyFilesDialogViewModel,18,0,0,0,6,0,2,0,2,0
JabRef,org.jabref.gui.copyfiles,CopyFilesResultItemViewModel,55,0,2,0,13,0,6,0,5,0
JabRef,org.jabref.gui.copyfiles,CopyFilesAction,122,0,2,0,26,0,7,0,6,0
JabRef,org.jabref.gui.copyfiles,CopyFilesResultListDependency,26,0,0,0,8,0,4,0,4,0
JabRef,org.jabref.logic.auxparser,DefaultAuxParser,11,311,3,29,3,79,3,23,0,10
JabRef,org.jabref.logic.auxparser,AuxParserResult,0,93,0,2,0,25,0,15,0,14
JabRef,org.jabref.gui.fieldeditors,CitationKeyEditor,70,0,0,0,17,0,4,0,4,0
JabRef,org.jabref.gui.fieldeditors,IdentifierEditorViewModel,165,74,6,0,33,16,20,4,17,4
JabRef,org.jabref.gui.fieldeditors,YesNoEditorViewModel,27,0,0,0,7,0,3,0,3,0
JabRef,org.jabref.gui.fieldeditors,PersonsEditorViewModel,23,0,0,0,6,0,4,0,4,0
JabRef,org.jabref.gui.fieldeditors,EditorValidator,25,0,2,0,8,0,3,0,2,0
JabRef,org.jabref.gui.fieldeditors,TypeEditorViewModel,87,0,0,0,13,0,3,0,3,0
JabRef,org.jabref.gui.fieldeditors,LinkedFileViewModel,809,523,48,24,164,105,65,23,36,16
JabRef,org.jabref.gui.fieldeditors,LinkedFilesEditorViewModel,436,28,14,0,93,6,30,1,23,1
JabRef,org.jabref.gui.fieldeditors,PaginationEditorViewModel,78,0,0,0,12,0,3,0,3,0
JabRef,org.jabref.gui.fieldeditors,JournalEditor,67,0,0,0,16,0,5,0,5,0
JabRef,org.jabref.gui.fieldeditors,UrlEditor,78,0,0,0,17,0,6,0,6,0
JabRef,org.jabref.gui.fieldeditors,DateEditor,42,0,0,0,12,0,4,0,4,0
JabRef,org.jabref.gui.fieldeditors,DateEditorViewModel,14,0,0,0,4,0,2,0,2,0
JabRef,org.jabref.gui.fieldeditors,MapBasedEditorViewModel.new StringConverter() {...},34,0,4,0,7,0,5,0,3,0
JabRef,org.jabref.gui.fieldeditors,URLUtil,107,69,18,10,22,16,10,7,1,2
JabRef,org.jabref.gui.fieldeditors,CitationKeyEditorViewModel,32,0,0,0,7,0,2,0,2,0
JabRef,org.jabref.gui.fieldeditors,AbstractAreaEditor,61,0,0,0,14,0,4,0,4,0
JabRef,org.jabref.gui.fieldeditors,PersonsEditor,89,0,2,0,15,0,5,0,4,0
JabRef,org.jabref.gui.fieldeditors,MonthEditorViewModel,20,0,0,0,6,0,4,0,4,0
JabRef,org.jabref.gui.fieldeditors,AbstractEditorViewModel,105,28,5,1,19,7,10,1,7,1
JabRef,org.jabref.gui.fieldeditors,OptionEditor,79,0,0,0,19,0,5,0,5,0
JabRef,org.jabref.gui.fieldeditors,LinkedFilesEditor.ContextAction,244,0,32,0,36,0,28,0,6,0
JabRef,org.jabref.gui.fieldeditors,JournalEditorViewModel,42,0,6,0,11,0,5,0,2,0
JabRef,org.jabref.gui.fieldeditors,SimpleEditor,99,0,6,0,20,0,8,0,5,0
JabRef,org.jabref.gui.fieldeditors,LinkedEntriesEditorViewModel,37,0,0,0,9,0,5,0,5,0
JabRef,org.jabref.gui.fieldeditors,UrlEditorViewModel,62,0,6,0,15,0,8,0,5,0
JabRef,org.jabref.gui.fieldeditors,KeywordsEditor,9,0,0,0,3,0,2,0,2,0
JabRef,org.jabref.gui.fieldeditors,IdentifierEditor,127,0,2,0,26,0,10,0,9,0
JabRef,org.jabref.gui.fieldeditors,OptionEditorViewModel,6,0,0,0,2,0,1,0,1,0
JabRef,org.jabref.gui.fieldeditors,MapBasedEditorViewModel,39,0,0,0,9,0,5,0,5,0
JabRef,org.jabref.gui.fieldeditors,FieldNameLabel,588,0,103,0,123,0,98,0,2,0
JabRef,org.jabref.gui.fieldeditors,MonthEditorViewModel.new StringConverter() {...},33,0,6,0,9,0,6,0,3,0
JabRef,org.jabref.gui.fieldeditors,EditorTypeEditorViewModel,78,0,0,0,12,0,3,0,3,0
JabRef,org.jabref.gui.fieldeditors,LinkedEntriesEditor,93,0,0,0,21,0,6,0,6,0
JabRef,org.jabref.gui.fieldeditors,TextInputControlBehavior,409,0,36,0,81,0,21,0,3,0
JabRef,org.jabref.gui.fieldeditors,DateEditorViewModel.new StringConverter() {...},36,0,4,0,9,0,5,0,3,0
JabRef,org.jabref.gui.fieldeditors,EditorTextArea,44,21,0,0,14,8,6,2,6,2
JabRef,org.jabref.gui.fieldeditors,LinkedFilesEditor,756,0,22,0,138,0,32,0,21,0
JabRef,org.jabref.gui.fieldeditors,FieldEditorFX,17,0,0,0,8,0,3,0,3,0
JabRef,org.jabref.gui.fieldeditors,FieldEditors,345,0,46,0,57,0,27,0,4,0
JabRef,org.jabref.gui.fieldeditors,WriteMetadataToPdfCommand,154,0,2,0,29,0,6,0,5,0
JabRef,org.jabref.gui.fieldeditors,EditorTextField,30,21,0,0,7,8,3,2,3,2
JabRef,org.jabref.gui.fieldeditors,OwnerEditorViewModel,17,0,0,0,5,0,2,0,2,0
JabRef,org.jabref.gui.fieldeditors,OwnerEditor,56,0,0,0,15,0,5,0,5,0
JabRef,org.jabref.gui.fieldeditors,SimpleEditorViewModel,10,0,0,0,3,0,2,0,2,0
JabRef,org.jabref.gui.fieldeditors,LinkedEntriesEditorViewModel.new StringConverter() {...},22,0,2,0,5,0,4,0,3,0
JabRef,org.jabref.gui.fieldeditors,PatentTypeEditorViewModel,123,0,0,0,17,0,3,0,3,0
JabRef,org.jabref.gui.fieldeditors,GenderEditorViewModel,78,0,0,0,12,0,3,0,3,0
JabRef,org.jabref.gui.util.comparator,SpecialFieldComparator,0,28,0,6,0,8,0,5,0,2
JabRef,org.jabref.gui.util.comparator,RankingFieldComparator,0,36,0,8,0,11,0,6,0,2
JabRef,org.jabref.gui.util.comparator,NumericFieldComparator,3,95,1,31,2,26,1,19,0,4
JabRef,org.jabref.gui.preferences.appearance,AppearanceTab,157,0,2,0,31,0,7,0,6,0
JabRef,org.jabref.gui.preferences.appearance,AppearanceTabViewModel,377,0,20,0,77,0,28,0,18,0
JabRef,org.jabref.gui.libraryproperties,AbstractPropertiesTabView,17,0,0,0,7,0,5,0,5,0
JabRef,org.jabref.gui.libraryproperties,LibraryPropertiesViewModel,72,0,4,0,12,0,6,0,4,0
JabRef,org.jabref.gui.libraryproperties,LibraryPropertiesAction,62,0,4,0,15,0,6,0,4,0
JabRef,org.jabref.gui.libraryproperties,LibraryPropertiesView,128,0,6,0,27,0,7,0,4,0
JabRef,org.jabref.gui.libraryproperties,PropertiesTabViewModel,2,0,0,0,1,0,1,0,1,0
JabRef,org.jabref.model.groups,WordKeywordGroup.KeywordListSearchStrategy,0,31,0,0,0,5,0,2,0,2
JabRef,org.jabref.model.groups,SearchGroup,68,65,6,6,9,14,10,6,4,6
JabRef,org.jabref.model.groups,AutomaticPersonsGroup,24,53,3,3,4,13,5,5,2,5
JabRef,org.jabref.model.groups,WordKeywordGroup,29,297,9,29,4,55,10,18,1,8
JabRef,org.jabref.model.groups,AllEntriesGroup,13,20,2,2,3,4,5,3,3,3
JabRef,org.jabref.model.groups,GroupHierarchyType,2,33,2,2,1,7,2,2,0,2
JabRef,org.jabref.model.groups,GroupEntryChanger,0,10,0,0,0,2,0,2,0,2
JabRef,org.jabref.model.groups,AutomaticKeywordGroup,34,108,5,5,4,26,7,8,2,8
JabRef,org.jabref.model.groups,WordKeywordGroup.StringSearchStrategy,0,34,0,2,0,7,0,3,0,2
JabRef,org.jabref.model.groups,AutomaticGroup,2,22,0,0,1,6,1,4,1,4
JabRef,org.jabref.model.groups,GroupTreeNode,62,404,15,53,15,90,16,44,4,22
JabRef,org.jabref.model.groups,LastNameGroup,26,29,0,0,2,10,3,2,3,2
JabRef,org.jabref.model.groups,TexGroup,67,157,5,5,14,32,10,12,5,12
JabRef,org.jabref.model.groups,KeywordGroup,9,86,7,7,4,14,8,6,1,6
JabRef,org.jabref.model.groups,RegexKeywordGroup,75,60,8,8,8,11,12,3,4,3
JabRef,org.jabref.model.groups,WordKeywordGroup.TypeSearchStrategy,32,0,0,0,8,0,4,0,4,0
JabRef,org.jabref.model.groups,ExplicitGroup,64,87,8,10,6,19,11,6,3,5
JabRef,org.jabref.model.groups,AbstractGroup,23,191,6,20,5,48,8,24,2,17
JabRef,org.jabref.model.openoffice.util,OOListUtil,42,8,0,0,5,1,5,1,5,1
JabRef,org.jabref.model.openoffice.util,OOResult,117,0,16,0,30,0,23,0,15,0
JabRef,org.jabref.model.openoffice.util,OOPair,9,0,0,0,4,0,1,0,1,0
JabRef,org.jabref.model.openoffice.util,OOTuple3,12,0,0,0,5,0,1,0,1,0
JabRef,org.jabref.model.openoffice.util,OOVoidResult,52,0,6,0,14,0,11,0,8,0
JabRef,org.jabref.logic.util.strings,StringManipulator.LetterCase,0,21,0,0,0,4,0,1,0,1
JabRef,org.jabref.logic.util.strings,XmlCharsMap,0,538,0,0,0,109,0,1,0,1
JabRef,org.jabref.logic.util.strings,StringLengthComparator,0,19,0,4,0,6,0,4,0,2
JabRef,org.jabref.logic.util.strings,RtfCharMap,0,769,0,0,0,193,0,3,0,3
JabRef,org.jabref.logic.util.strings,UnicodeLigaturesMap,0,238,0,0,0,49,0,1,0,1
JabRef,org.jabref.logic.util.strings,QuotedStringTokenizer,15,110,5,11,2,22,4,8,0,4
JabRef,org.jabref.logic.util.strings,StringSimilarity,0,32,0,2,0,5,0,4,0,3
JabRef,org.jabref.logic.util.strings,StringManipulator.Direction,0,25,0,0,0,6,0,2,0,2
JabRef,org.jabref.logic.util.strings,HTMLUnicodeConversionMaps,0,10138,3,17,0,40,3,9,0,2
JabRef,org.jabref.logic.util.strings,StringManipulator,11,196,3,28,1,33,4,22,1,8
JabRef,org.jabref.logic.shared.exception,OfflineLockException,16,0,0,0,6,0,3,0,3,0
JabRef,org.jabref.logic.shared.exception,SharedEntryNotPresentException,10,0,0,0,4,0,2,0,2,0
JabRef,org.jabref.logic.shared.exception,NotASharedDatabaseException,4,0,0,0,2,0,1,0,1,0
JabRef,org.jabref.logic.shared.exception,InvalidDBMSConnectionPropertiesException,4,0,0,0,2,0,1,0,1,0
JabRef,org.jabref.model.openoffice,CitationEntry,9,59,0,4,1,19,1,10,1,8
JabRef,org.jabref.logic.net,URLDownload.new X509TrustManager() {...},8,0,0,0,4,0,4,0,4,0
JabRef,org.jabref.logic.net,ProxyPreferences,222,0,18,0,50,0,30,0,21,0
JabRef,org.jabref.logic.net,ProxyAuthenticator,51,0,6,0,10,0,5,0,2,0
JabRef,org.jabref.logic.net,ProxyRegisterer,71,0,4,0,17,0,3,0,1,0
JabRef,org.jabref.logic.net,URLDownload,124,372,16,26,39,87,15,30,3,21
JabRef,org.jabref.logic.net,ProgressInputStream,27,72,0,4,7,15,7,8,7,6
JabRef,org.jabref.gui.desktop.os,DefaultDesktop,39,0,0,0,13,0,8,0,8,0
JabRef,org.jabref.gui.desktop.os,NativeDesktop,6,0,0,0,1,0,1,0,1,0
JabRef,org.jabref.gui.desktop.os,Linux,513,0,30,0,91,0,25,0,10,0
JabRef,org.jabref.gui.desktop.os,OSX,134,0,8,0,18,0,11,0,7,0
JabRef,org.jabref.gui.desktop.os,Windows,200,0,18,0,35,0,17,0,8,0
JabRef,org.jabref.logic.autosaveandbackup,BackupManager,228,37,15,5,60,7,22,5,14,3
JabRef,org.jabref.logic.autosaveandbackup,AutosaveManager,117,0,4,0,36,0,14,0,12,0
JabRef,org.jabref.gui.preferences.linkedfiles,LinkedFilesTabViewModel,378,0,18,0,76,0,30,0,20,0
JabRef,org.jabref.gui.preferences.linkedfiles,LinkedFilesTab,182,0,0,0,29,0,5,0,5,0
JabRef,org.jabref.logic.database,DuplicateCheck,34,811,14,100,5,164,12,68,0,23
JabRef,org.jabref.logic.database,DatabaseMerger,34,214,1,11,8,53,3,15,2,10
JabRef,org.jabref.gui.libraryproperties.general,GeneralPropertiesView,134,0,0,0,30,0,6,0,6,0
JabRef,org.jabref.gui.libraryproperties.general,GeneralPropertiesViewModel,361,0,10,0,66,0,23,0,18,0
JabRef,org.jabref.gui.icon,InternalMaterialDesignIcon,48,66,0,0,6,18,5,6,5,6
JabRef,org.jabref.gui.icon,JabRefIconView,63,66,0,0,13,13,9,5,9,5
JabRef,org.jabref.gui.icon,JabrefIconProvider,5,0,0,0,2,0,2,0,2,0
JabRef,org.jabref.gui.icon,JabRefMaterialDesignIcon,32,137,4,0,5,21,4,3,2,3
JabRef,org.jabref.gui.icon,IconTheme.JabRefIcons,39,2276,0,0,10,188,4,5,4,5
JabRef,org.jabref.gui.icon,JabRefIkonHandler,12,19,2,2,3,4,5,4,3,4
JabRef,org.jabref.gui.icon,IconTheme,168,83,6,4,28,21,12,5,9,3
JabRef,org.jabref.gui.preferences.importexport,ImportExportTab,236,0,6,0,43,0,11,0,8,0
JabRef,org.jabref.gui.preferences.importexport,ImportExportTabViewModel,436,0,16,0,96,0,26,0,17,0
JabRef,org.jabref.migrations,SpecialFieldsToSeparateFields,0,151,1,5,0,33,1,6,0,4
JabRef,org.jabref.migrations,CustomEntryTypePreferenceMigration,125,0,6,0,29,0,6,0,3,0
JabRef,org.jabref.migrations,ConvertLegacyExplicitGroups,0,100,0,12,0,21,0,10,0,4
JabRef,org.jabref.migrations,PreferencesMigrations,530,425,47,27,133,99,39,22,11,13
JabRef,org.jabref.migrations,MergeReviewIntoCommentMigration,79,80,3,3,11,19,8,10,5,10
JabRef,org.jabref.migrations,ConvertMarkingToGroups,7,156,2,10,1,37,2,10,0,6
JabRef,org.jabref.styletester,StyleTesterView,69,0,0,0,20,0,3,0,3,0
JabRef,org.jabref.styletester,StyleTesterMain,44,0,0,0,15,0,4,0,4,0
JabRef,org.jabref.gui.preferences.nameformatter,NameFormatterTabViewModel,174,0,10,0,36,0,14,0,9,0
JabRef,org.jabref.gui.preferences.nameformatter,NameFormatterItemModel,64,0,0,0,19,0,10,0,10,0
JabRef,org.jabref.gui.preferences.nameformatter,NameFormatterTab,263,0,6,0,56,0,19,0,16,0
JabRef,org.jabref.logic.logging,LogMessages,27,0,0,0,10,0,6,0,6,0
JabRef,org.jabref.gui.documentviewer,PdfDocumentViewModel,0,45,0,2,0,9,0,3,0,2
JabRef,org.jabref.gui.documentviewer,PageDimension.FixedWidthPageDimension,16,0,0,0,5,0,3,0,3,0
JabRef,org.jabref.gui.documentviewer,DocumentViewerView,231,0,2,0,61,0,20,0,19,0
JabRef,org.jabref.gui.documentviewer,DocumentViewModel,4,11,0,0,1,3,1,2,1,2
JabRef,org.jabref.gui.documentviewer,DocumentViewerControl,236,0,12,0,50,0,23,0,17,0
JabRef,org.jabref.gui.documentviewer,PageDimension.FixedHeightPageDimension,16,0,0,0,5,0,3,0,3,0
JabRef,org.jabref.gui.documentviewer,DocumentPageViewModel,0,3,0,0,0,1,0,1,0,1
JabRef,org.jabref.gui.documentviewer,ShowDocumentViewerAction,22,0,0,0,6,0,2,0,2,0
JabRef,org.jabref.gui.documentviewer,PdfDocumentPageViewModel,71,14,0,0,15,5,4,1,4,1
JabRef,org.jabref.gui.documentviewer,PageDimension,21,0,0,0,5,0,5,0,5,0
JabRef,org.jabref.gui.documentviewer,DocumentViewerControl.DocumentViewerPage,214,0,0,0,46,0,13,0,13,0
JabRef,org.jabref.gui.documentviewer,DocumentViewerViewModel,211,0,12,0,55,0,27,0,21,0
JabRef,org.jabref.logic.protectedterms,ProtectedTermsLoader,87,310,7,21,21,60,6,24,1,15
JabRef,org.jabref.logic.protectedterms,ProtectedTermsParser,52,110,0,4,16,31,1,9,1,7
JabRef,org.jabref.logic.protectedterms,ProtectedTermsPreferences,36,31,0,0,12,10,4,5,4,5
JabRef,org.jabref.logic.protectedterms,ProtectedTermsList,16,148,2,8,2,38,3,18,1,15
JabRef,org.jabref.model.groups.event,GroupUpdatedEvent,3,6,0,0,1,3,1,1,1,1
JabRef,org.jabref.model.util,OptionalUtil,50,87,10,16,9,17,12,17,6,10
JabRef,org.jabref.model.util,ListUtil,3,36,0,8,1,10,1,6,1,2
JabRef,org.jabref.model.util,ResultingStringState,0,9,0,0,0,4,0,1,0,1
JabRef,org.jabref.model.util,TreeCollector,21,130,2,8,5,31,4,15,3,11
JabRef,org.jabref.model.util,MultiKeyMap,5,55,1,3,1,16,1,5,0,4
JabRef,org.jabref.model.util,DummyFileUpdateMonitor,4,4,0,0,3,2,3,2,3,2
JabRef,org.jabref.model.util,FileHelper,11,369,4,22,6,50,5,21,1,12
JabRef,org.jabref.logic.texparser,DefaultLatexParser,18,327,5,27,7,60,6,19,1,8
JabRef,org.jabref.logic.texparser,TexBibEntriesResolver,10,162,0,2,3,22,0,13,0,12
JabRef,org.jabref.gui.util.component,DiffHighlightingTextPane,3,0,0,0,2,0,1,0,1,0
JabRef,org.jabref.gui.util.component,TemporalAccessorPicker.new StringConverter() {...},18,0,0,0,3,0,3,0,3,0
JabRef,org.jabref.gui.util.component,TemporalAccessorPicker.InternalConverter,41,6,6,0,8,1,5,1,2,1
JabRef,org.jabref.gui.util.component,TagBar,186,0,22,0,40,0,23,0,12,0
JabRef,org.jabref.gui.util.component,Tag,58,0,2,0,20,0,8,0,7,0
JabRef,org.jabref.gui.util.component,TemporalAccessorPicker,86,41,5,1,23,10,13,2,10,2
JabRef,org.jabref.gui.preferences.xmp,XmpPrivacyTab,247,0,4,0,50,0,15,0,13,0
JabRef,org.jabref.gui.preferences.xmp,XmpPrivacyTabViewModel,205,0,10,0,44,0,19,0,14,0
JabRef,org.jabref.gui.exporter,SaveAllAction,61,0,4,0,14,0,4,0,2,0
JabRef,org.jabref.gui.exporter,ExportToClipboardAction.ExportResult,6,9,0,0,0,1,2,1,2,1
JabRef,org.jabref.gui.exporter,CreateModifyExporterDialogViewModel,185,0,12,0,34,0,14,0,8,0
JabRef,org.jabref.gui.exporter,WriteMetadataToPdfAction.OptionsDialog,194,0,2,0,42,0,10,0,9,0
JabRef,org.jabref.gui.exporter,ExportCommand,284,0,6,0,69,0,14,0,11,0
JabRef,org.jabref.gui.exporter,ExporterViewModel,54,0,0,0,14,0,5,0,5,0
JabRef,org.jabref.gui.exporter,SaveDatabaseAction.SaveDatabaseMode,0,15,0,0,0,2,0,1,0,1
JabRef,org.jabref.gui.exporter,ExportToClipboardAction,34,247,7,5,9,51,6,11,1,10
JabRef,org.jabref.gui.exporter,SaveAction,52,0,6,0,15,0,6,0,2,0
JabRef,org.jabref.gui.exporter,SaveDatabaseAction,421,240,35,11,73,57,29,12,9,9
JabRef,org.jabref.gui.exporter,CreateModifyExporterDialogView,70,0,2,0,18,0,5,0,4,0
JabRef,org.jabref.gui.exporter,ExportCommand.ExportMethod,15,0,0,0,1,0,1,0,1,0
JabRef,org.jabref.gui.exporter,WriteMetadataToPdfAction,436,0,26,0,98,0,26,0,13,0
JabRef,org.jabref.gui.exporter,SaveAction.SaveMethod,21,0,0,0,1,0,1,0,1,0
JabRef,org.jabref.gui.menus,FileHistoryMenu,159,0,12,0,41,0,13,0,7,0
JabRef,org.jabref.gui.menus,ChangeEntryTypeMenu,209,0,8,0,41,0,15,0,11,0
JabRef,org.jabref.gui.libraryproperties.constants,ConstantsPropertiesView,251,0,4,0,52,0,16,0,14,0
JabRef,org.jabref.gui.libraryproperties.constants,ConstantsPropertiesViewModel,165,0,4,0,41,0,16,0,14,0
JabRef,org.jabref.gui.libraryproperties.constants,ConstantsItemModel,155,0,14,0,35,0,18,0,11,0
JabRef,org.jabref.gui.externalfiles,FileExtensionViewModel,52,0,0,0,10,0,4,0,4,0
JabRef,org.jabref.gui.externalfiles,AutoLinkFilesAction.new Task() {...},98,0,6,0,19,0,6,0,3,0
JabRef,org.jabref.gui.externalfiles,DownloadFullTextAction.new Task() {...},57,0,2,0,11,0,3,0,2,0
JabRef,org.jabref.gui.externalfiles,FindUnlinkedFilesAction,23,0,0,0,7,0,2,0,2,0
JabRef,org.jabref.gui.externalfiles,DateRange,64,0,0,0,10,0,3,0,3,0
JabRef,org.jabref.gui.externalfiles,DownloadFullTextAction,253,0,16,0,58,0,14,0,6,0
JabRef,org.jabref.gui.externalfiles,ImportFilesResultItemViewModel,64,0,2,0,14,0,6,0,5,0
JabRef,org.jabref.gui.externalfiles,AutoSetFileLinksUtil,117,112,14,4,28,26,12,5,4,4
JabRef,org.jabref.gui.externalfiles,UnlinkedFilesDialogViewModel,558,0,16,0,126,0,42,0,34,0
JabRef,org.jabref.gui.externalfiles,FileDownloadTask,0,55,0,0,0,12,0,3,0,3
JabRef,org.jabref.gui.externalfiles,ImportHandler.new BackgroundTask() {...},260,0,14,0,46,0,13,0,6,0
JabRef,org.jabref.gui.externalfiles,ExternalFileSorter,44,0,0,0,8,0,3,0,3,0
JabRef,org.jabref.gui.externalfiles,ImportHandler,274,0,16,0,66,0,18,0,9,0
JabRef,org.jabref.gui.externalfiles,AutoLinkFilesAction,100,0,0,0,22,0,3,0,3,0
JabRef,org.jabref.gui.externalfiles,UnlinkedFilesCrawler,199,0,12,0,40,0,11,0,5,0
JabRef,org.jabref.gui.externalfiles,FileFilterUtils,68,92,10,0,18,30,10,11,2,11
JabRef,org.jabref.gui.externalfiles,UnlinkedFilesDialogView,549,0,10,0,116,0,32,0,27,0
JabRef,org.jabref.gui.externalfiles,UnlinkedPDFFileFilter,34,0,6,0,7,0,5,0,2,0
JabRef,org.jabref.gui.externalfiles,AutoSetFileLinksUtil.LinkFilesResult,31,0,0,0,9,0,5,0,5,0
JabRef,org.jabref.gui.externalfiles,UnlinkedFilesDialogView.SearchContextAction,52,0,5,0,10,0,6,0,2,0
JabRef,org.jabref.gui.externalfiles,ExternalFilesEntryLinker,209,0,8,0,54,0,14,0,10,0
JabRef,org.jabref.gui.libraryproperties.saving,SavingPropertiesView,99,0,0,0,18,0,3,0,3,0
JabRef,org.jabref.gui.libraryproperties.saving,SavingPropertiesViewModel,291,0,20,0,65,0,25,0,14,0
JabRef,org.jabref.logic.search,DatabaseSearcher,5,44,1,1,2,9,1,3,0,3
JabRef,org.jabref.logic.search,SearchQuery.EscapeMode,0,18,0,0,0,4,0,1,0,1
JabRef,org.jabref.logic.search,SearchQuery,62,150,8,12,14,30,11,17,5,13
JabRef,org.jabref.logic.search,SearchQuery.EscapeMode.new SearchQuery.EscapeMode() {...},0,11,0,0,0,2,0,2,0,2
JabRef,org.jabref.logic.search,SearchQuery.EscapeMode.new SearchQuery.EscapeMode() {...},0,8,0,0,0,2,0,2,0,2
JabRef,org.jabref.gui.preferences.entryeditor,EntryEditorTabViewModel,409,0,23,0,82,0,31,0,19,0
JabRef,org.jabref.gui.preferences.entryeditor,EntryEditorTab,146,0,0,0,23,0,3,0,3,0
